Date;counter;BTC;BTC1;ETH;ETH1;BNB;BNB1;XRP;XRP1;SOL;SOL1;LUNA;LUNA1;DOT;DOT1;SPY;SPY1;IPO;IPO1;GLD;GLD1;DBTC;DETH;DBNB;DXRP;DSOL;DLUNA;DDOT;DSPY;DIPO;DGLD
2019-03-25;304;3963.07;0.26124218;135.03;0.117567673;16.84;0.922234392;0.3;0.12195122;0;0;0;0;0;0;279.04;1.018691589;30.35;1.067909923;124.92;0.996887718;-0.015133744;-0.015675743;0.103140264;-0.02402894;0;0;0;-0.000751982;0.000329598;0.00766312
2019-03-26;305;3985.08;0.262693061;135.46;0.117942065;16.34;0.894852136;0.31;0.12601626;0;0;0;0;0;0;281.12;1.026285047;30.45;1.071428571;124.3;0.991939989;0.005553839;0.003179543;-0.030006638;0.003305323;0;0;0;0.007454078;0.003294926;-0.004963136
2019-03-27;306;4087.07;0.269416154;140.99;0.122756915;16.78;0.918948521;0.31;0.12601626;0;0;0;0;0;0;279.65;1.020918516;30.08;1.058409571;123.65;0.986752853;0.02559179;0.040807518;0.027282513;0.024273913;0;0;0;-0.005229087;-0.0121511;-0.005229292
2019-03-28;307;4069.11;0.268232246;139.42;0.121389951;16.81;0.920591457;0.31;0.12601626;0;0;0;0;0;0;280.71;1.024788259;30.38;1.068965517;121.9;0.972787487;-0.004394102;-0.011147645;0.001429385;-0.010301954;0;0;0;0.003790442;0.009973371;-0.014152851
2019-03-29;308;4098.37;0.27016104;142.5;0.124071639;16.51;0.904162103;0.31;0.12601626;0;0;0;0;0;0;282.48;1.03125;30.51;1.073539761;122.01;0.97366531;0.007192569;0.022098881;-0.017565201;-0.004258745;0;0;0;0.006305511;0.004279164;0.000902379
2019-04-01;309;4158.18;0.274103664;141.83;0.123488285;17.95;0.983023001;0.31;0.12601626;0;0;0;0;0;0;285.83;1.043479848;31;1.09078114;121.53;0.96983481;0.014593247;-0.004681481;0.087240987;0.015646464;0;0;0;0.011859161;0.016060308;-0.003934128
2019-04-02;310;4879.88;0.32167751;163.96;0.142756393;19.79;1.083789704;0.35;0.142276423;0;0;0;0;0;0;285.97;1.043990946;31.05;1.092540464;121.98;0.973425904;0.173560136;0.156041555;0.102464043;0.123908463;0;0;0;0.000489851;0.001612871;0.003702822
2019-04-03;311;4973.02;0.327817219;161.46;0.140579698;18.75;1.026834611;0.34;0.138211382;0;0;0;0;0;0;286.42;1.045633762;31.2;1.097818438;121.8;0.971989466;0.019087372;-0.015265421;-0.052386628;-0.026358539;0;0;0;0.001573634;0.004830982;-0.001475652
2019-04-04;312;4922.8;0.32450676;158.05;0.137610685;19.14;1.048192771;0.33;0.134146341;0;0;0;0;0;0;287.18;1.048408294;30.77;1.082688248;122.11;0.974463331;-0.01009912;-0.021096806;0.020776659;-0.028404542;0;0;0;0.002653376;-0.013782083;0.00254514
2019-04-05;313;5036.68;0.332013632;165.51;0.144105944;19.45;1.06516977;0.36;0.146341463;0;0;0;0;0;0;288.57;1.053482769;30.9;1.087262491;121.98;0.973425904;0.023133654;0.047214117;0.016234762;0.088086782;0;0;0;0.004840219;0.004224894;-0.001064597
2019-04-08;314;5289.77;0.348697108;180.26;0.156948447;18.11;0.991785323;0.36;0.146341463;0;0;0;0;0;0;288.79;1.054285923;30.76;1.082336383;122.51;0.977655415;0.050249328;0.089079459;-0.068870144;-0.009864484;0;0;0;0.000762387;-0.004530744;0.004344966
2019-04-09;315;5204.96;0.343106506;176.11;0.153335133;18.44;1.009857612;0.35;0.142276423;0;0;0;0;0;0;287.31;1.048882886;30.68;1.079521464;123.15;0.982762748;-0.016033303;-0.022990509;0.017740713;-0.024486788;0;0;0;-0.005124869;-0.00260078;0.005224063
2019-04-10;316;5324.55;0.350989776;177.34;0.154406067;18.25;0.999452355;0.35;0.142276423;0;0;0;0;0;0;288.29;1.052460572;30.89;1.086910626;123.53;0.985795228;0.022976795;0.006943781;-0.010115187;0.015252016;0;0;0;0.003410988;0.006844817;0.003085643
2019-04-11;317;5064.49;0.333846843;165.5;0.144097237;17.7;0.969331873;0.33;0.134146341;0;0;0;0;0;0;288.21;1.052168516;30.85;1.085503167;121.95;0.973186497;-0.048842415;-0.066767917;-0.030035161;-0.067104106;0;0;0;-0.000277561;-0.001294885;-0.012790432
2019-04-12;318;5089.54;0.335498118;164.74;0.143435522;18.43;1.009309967;0.33;0.134146341;0;0;0;0;0;0;290.16;1.059287383;31.06;1.092892329;121.83;0.972228872;0.004946457;-0.004596439;0.041455994;-0.014012762;0;0;0;0.006765945;0.006807099;-0.000983969
2019-04-15;319;5067.11;0.334019552;161.57;0.140675472;19.4;1.062431544;0.32;0.130081301;0;0;0;0;0;0;289.97;1.05859375;30.82;1.084447572;121.6;0.970393424;-0.00440721;-0.01919525;0.0525193;-0.016647975;0;0;0;-0.000654821;-0.007726948;-0.001887909
2019-04-16;320;5235.56;0.345123631;167.62;0.145943075;19.83;1.085980285;0.33;0.134146341;0;0;0;0;0;0;290.16;1.059287383;30.69;1.079873329;120.51;0.961694996;0.033244043;0.037439591;0.021906024;0.019647069;0;0;0;0.000655251;-0.004218008;-0.008963783
2019-04-17;321;5251.94;0.346203387;166.95;0.145359721;19.6;1.073384447;0.34;0.138211382;0;0;0;0;0;0;289.45;1.056695386;30.29;1.065798733;120.28;0.959859548;0.003128303;-0.004013066;-0.011302812;0.025166708;0;0;0;-0.002446898;-0.013033561;-0.00190858
2019-04-18;322;5298.39;0.349265331;173.81;0.151332573;22.04;1.207009858;0.34;0.138211382;0;0;0;0;0;0;290.02;1.058776285;30.02;1.056298381;120.37;0.960577767;0.008843927;0.041109522;0.124220044;0.004805442;0;0;0;0.001969172;-0.008913866;0.000748287
2019-04-22;323;5399.37;0.355921846;171.87;0.149643457;23.91;1.309419496;0.32;0.130081301;0;0;0;0;0;0;290.27;1.05968896;30.26;1.064743139;120.37;0.960577767;0.019058539;-0.011157684;0.084834847;-0.038956878;0;0;0;0.00086201;0.00799467;0
2019-04-23;324;5572.36;0.367325199;171.45;0.149277772;22.88;1.253012048;0.32;0.130081301;0;0;0;0;0;0;292.88;1.06921729;30.79;1.083391977;120.12;0.958582715;0.032040261;-0.002483577;-0.043158953;-0.008372076;0;0;0;0.008991684;0.017514904;-0.002076929
2019-04-24;325;5464.87;0.36023955;165.83;0.144384561;23.13;1.266703176;0.3;0.12195122;0;0;0;0;0;0;292.23;1.066844334;30.79;1.083391977;120.47;0.961375788;-0.01929085;-0.032789595;0.011051063;-0.058850266;0;0;0;-0.002219318;0;0.002913736
2019-04-25;326;5210.52;0.343473016;154.46;0.13448495;22.24;1.21796276;0.29;0.117886179;0;0;0;0;0;0;292.05;1.066187208;30.74;1.081632653;120.57;0.962173809;-0.04654296;-0.068545906;-0.038305089;-0.042782765;0;0;0;-0.000616032;-0.001623936;0.000830074
2019-04-26;327;5279.35;0.348010231;156.35;0.136130532;22.87;1.252464403;0.3;0.12195122;0;0;0;0;0;0;293.41;1.071152161;31.04;1.0921886;121.37;0.968557976;0.013210309;0.012221309;0.028158027;0.031508307;0;0;0;0.004656792;0.009759304;0.006635175
2019-04-29;328;5247.35;0.345900818;155.2;0.135129252;21.71;1.188937568;0.29;0.117886179;0;0;0;0;0;0;293.87;1.072831484;31.42;1.105559465;120.83;0.964248663;-0.006060522;-0.007324063;-0.050913471;-0.014113808;0;0;0;0.001567741;0.012242235;-0.004449213
2019-04-30;329;5350.73;0.352715539;162.17;0.141197879;22.13;1.211938664;0.31;0.12601626;0;0;0;0;0;0;294.02;1.073379089;31.38;1.104152006;121.2;0.967201341;0.019700225;0.044870782;0.019477894;0.051605734;0;0;0;0.000510409;-0.001273106;0.003062112
2019-05-01;330;5402.7;0.356141357;160.82;0.140022463;21.95;1.202081051;0.3;0.12195122;0;0;0;0;0;0;291.81;1.06531104;31.05;1.092540464;120.4;0.960817173;0.009712831;-0.008310538;-0.007873115;-0.015445463;0;0;0;-0.007516465;-0.010516253;-0.006600619
2019-05-02;331;5505.28;0.362903343;162.12;0.141154345;23.59;1.291894852;0.3;0.12195122;0;0;0;0;0;0;291.18;1.063011098;31.08;1.093596059;119.94;0.957146277;0.018988002;0.008111282;0.074625913;-0.004781815;0;0;0;-0.002158956;0.000966216;-0.003820598
2019-05-03;332;5768.29;0.380240737;167.95;0.146230399;23.75;1.300657174;0.31;0.12601626;0;0;0;0;0;0;294.03;1.073415596;31.68;1.114707952;120.65;0.962812226;0.047773353;0.035958061;0.006684404;0.016432583;0;0;0;0.009787781;0.019305019;0.005919626
2019-05-06;333;5746.81;0.378824794;172.65;0.150322586;22.21;1.216319825;0.3;0.12195122;0;0;0;0;0;0;292.82;1.068998248;31.63;1.112948628;120.81;0.964089059;-0.003724227;0.027988917;-0.064969144;-0.018924671;0;0;0;-0.004115199;-0.001578314;0.001326117
2019-05-07;334;5829.5;0.384275647;169.8;0.147841153;20.86;1.142387733;0.3;0.12195122;0;0;0;0;0;0;287.93;1.05114632;30.9;1.087262491;121.21;0.967281143;0.014389614;-0.016533454;-0.060452878;-0.008945431;0;0;0;-0.016699726;-0.023079324;0.003310993
2019-05-08;335;5982.46;0.39435864;170.95;0.148842433;20.75;1.136363636;0.3;0.12195122;0;0;0;0;0;0;287.53;1.04968604;30.84;1.085151302;120.91;0.96488708;0.026238274;0.006769818;-0.005344279;0.003460312;0;0;0;-0.001389206;-0.001941748;-0.002475002
2019-05-09;336;6174.53;0.40701973;170.29;0.148267786;18.83;1.031215772;0.3;0.12195122;0;0;0;0;0;0;286.66;1.04650993;30.97;1.089725545;121.2;0.967201341;0.032105751;-0.003854145;-0.092726355;-0.014006338;0;0;0;-0.003025754;0.004215272;0.00239842
2019-05-10;337;6378.85;0.420488329;173.14;0.150749219;19.6;1.073384447;0.3;0.12195122;0;0;0;0;0;0;288.1;1.051766939;31.06;1.092892329;121.43;0.969036789;0.033090835;0.016756419;0.040882592;0.013078861;0;0;0;0.00502338;0.002906038;0.001897715
2019-05-13;338;7814.92;0.515152834;196.85;0.171392998;23.81;1.303943045;0.33;0.134146341;0;0;0;0;0;0;280.86;1.025335864;29.73;1.0460943;122.67;0.978932248;0.225129313;0.136901704;0.214965649;0.083518927;0;0;0;-0.025130236;-0.042820317;0.010211628
2019-05-14;339;7994.42;0.52698532;217.15;0.189067765;23.63;1.294085433;0.41;0.166666667;0;0;0;0;0;0;283.4;1.034608645;30.33;1.067206193;122.46;0.977256404;0.022969025;0.103137797;-0.007753088;0.256815424;0;0;0;0.009043684;0.020181635;-0.001711902
2019-05-15;340;8205.17;0.540877779;247.15;0.21518811;26.89;1.472617744;0.46;0.18699187;0;0;0;0;0;0;285.06;1.040668808;30.76;1.082336383;122.39;0.976697789;0.026362395;0.138174915;0.138341744;0.114757665;0;0;0;0.00585746;0.014177382;-0.000571615
2019-05-16;341;7884.91;0.519766514;264.01;0.229867744;26.33;1.441949617;0.42;0.170731707;0;0;0;0;0;0;287.7;1.050306659;31.25;1.099577762;121.51;0.969675205;-0.039031351;0.068204492;-0.021161342;-0.079600004;0;0;0;0.009261257;0.015929779;-0.007190105
2019-05-17;342;7343.9;0.484103599;243.76;0.212236511;25.68;1.406352683;0.39;0.158536585;0;0;0;0;0;0;285.84;1.043516355;30.83;1.084799437;120.65;0.962812226;-0.068613811;-0.076684301;-0.02443363;-0.079850944;0;0;0;-0.006465123;-0.01344;-0.007077607
2019-05-20;343;7978.31;0.525923362;251.86;0.219289004;29.31;1.605147864;0.4;0.162601626;0;0;0;0;0;0;283.95;1.03661653;30.54;1.074595355;120.64;0.962732424;0.08638652;0.033228055;0.141061267;0.030580565;0;0;0;-0.006612035;-0.00940639;-8.29E-05
2019-05-21;344;7963.33;0.524935894;255.22;0.222214483;32.01;1.753012048;0.4;0.162601626;0;0;0;0;0;0;286.51;1.045962325;30.83;1.084799437;120.36;0.960497965;-0.001877772;0.013306648;0.092201171;-0.001005018;0;0;0;0.009015664;0.00949571;-0.002320938
2019-05-22;345;7680.07;0.506263637;244.7;0.213054948;31.42;1.720700986;0.38;0.154471545;0;0;0;0;0;0;285.63;1.042749708;30.72;1.080928923;120.24;0.95954034;-0.035570712;-0.041208121;-0.018287502;-0.05273099;0;0;0;-0.003071463;-0.003567986;-0.000997034
2019-05-23;346;7881.85;0.519564802;245.97;0.21416071;31.52;1.726177437;0.38;0.154471545;0;0;0;0;0;0;282.14;1.030008762;30.16;1.06122449;121.17;0.966961934;0.026273246;0.005176786;0.00298176;0.012125734;0;0;0;-0.012218569;-0.018229135;0.007734531
2019-05-24;347;7987.37;0.52652059;249.48;0.21721679;33.84;1.853231106;0.38;0.154471545;0;0;0;0;0;0;282.78;1.03234521;30.47;1.072132301;121.3;0.967999362;0.013388347;0.014308164;0.073793517;0.008753843;0;0;0;0.002268321;0.010278481;0.001072914
2019-05-28;348;8719.96;0.574812295;271.77;0.236624207;33.36;1.82694414;0.45;0.182926829;0;0;0;0;0;0;280.15;1.022743867;30.36;1.068261787;120.83;0.964248663;0.091718574;0.08931889;-0.014196992;0.161251986;0;0;0;-0.009300534;-0.003610043;-0.003874699
2019-05-29;349;8659.49;0.570826165;269.46;0.23461294;33.74;1.847754655;0.44;0.178861789;0;0;0;0;0;0;278.27;1.015880549;30.02;1.056298381;120.87;0.964567872;-0.006935192;-0.008510984;0.011492689;-0.006350927;0;0;0;-0.006710709;-0.011198979;0.000331052
2019-05-30;350;8319.47;0.548412337;255.86;0.222771717;32.29;1.768346112;0.42;0.170731707;0;0;0;0;0;0;279.03;1.018655082;30.08;1.058409571;121.69;0.971111643;-0.039264986;-0.050460022;-0.04306762;-0.048044569;0;0;0;0.002731196;0.001998668;0.00678414
2019-05-31;351;8574.5;0.565223697;268.11;0.233437524;32.75;1.793537788;0.44;0.178861789;0;0;0;0;0;0;275.27;1.004928446;29.72;1.045742435;123.33;0.984199186;0.030654503;0.047895952;0.014155619;0.03830301;0;0;0;-0.013475289;-0.011968118;0.013476867
2019-06-03;352;8209;0.54113025;252.61;0.219942013;31.39;1.71905805;0.43;0.174796748;0;0;0;0;0;0;274.57;1.002372956;29.34;1.032371569;125.11;0.998403958;-0.04262718;-0.057832328;-0.041413282;-0.029208298;0;0;0;-0.002542893;-0.012785969;0.014432814
2019-06-04;353;7707.77;0.508089597;241.34;0.21012947;29.38;1.60898138;0.4;0.162601626;0;0;0;0;0;0;280.53;1.024131133;30.21;1.062983814;125.15;0.998723167;-0.061057914;-0.044611166;-0.064071541;-0.058945801;0;0;0;0.021706639;0.029652318;0.000319727
2019-06-05;354;7824.23;0.515766541;247.05;0.215101042;31.01;1.698247536;0.4;0.162601626;0;0;0;0;0;0;282.96;1.033002336;30.45;1.071428571;125.47;1.001276833;0.015109485;0.02366888;0.055330307;0.005153906;0;0;0;0.008662147;0.007944456;0.002556924
2019-06-06;355;7822.02;0.515620859;249.47;0.217208083;31.48;1.723986857;0.42;0.170731707;0;0;0;0;0;0;284.8;1.039719626;30.63;1.077762139;125.88;1.004548719;-0.000282201;0.009809007;0.015282073;0.04173495;0;0;0;0.006502675;0.005911264;0.003267681
2019-06-07;356;8043.95;0.530250295;250.93;0.218479274;31.59;1.730010953;0.42;0.170731707;0;0;0;0;0;0;287.65;1.050124124;30.95;1.089021816;126.59;1.010214668;0.028372164;0.005836368;0.00341098;0.008556991;0;0;0;0.010007044;0.01044734;0.005640285
2019-06-10;357;8000.33;0.527374902;247.52;0.215510261;32.06;1.755750274;0.4;0.162601626;0;0;0;0;0;0;288.97;1.054943049;31.19;1.097466573;125.33;1.000159604;-0.005422905;-0.013590356;0.015108707;-0.053654905;0;0;0;0.004588935;0.007754442;-0.009953346
2019-06-11;358;7927.71;0.522587854;245.78;0.213995281;32.26;1.766703176;0.39;0.158536585;0;0;0;0;0;0;288.9;1.0546875;30.95;1.089021816;125.18;0.998962573;-0.00907653;-0.007022847;0.006172795;-0.015398562;0;0;0;-0.000242264;-0.007694774;-0.001196856
2019-06-12;359;8145.86;0.536968115;260.9;0.227159935;34.69;1.899780942;0.4;0.162601626;0;0;0;0;0;0;288.39;1.052825643;31.14;1.095707248;125.83;1.004149709;0.027516514;0.061523913;0.075124904;0.019020395;0;0;0;-0.001765244;0.006138869;0.005192539
2019-06-13;360;8230.92;0.542575197;256.17;0.223041627;35.14;1.924424973;0.4;0.162601626;0;0;0;0;0;0;289.58;1.057169977;31.5;1.108374384;126.6;1.01029447;0.010442904;-0.018146559;0.013168192;-0.002172939;0;0;0;0.004126259;0.011560726;0.006119336
2019-06-14;361;8693.83;0.573089828;264.09;0.229937398;33.08;1.811610077;0.41;0.166666667;0;0;0;0;0;0;289.26;1.056001752;31.22;1.098522167;126.56;1.009975261;0.056240246;0.030911923;-0.058809794;0.012557155;0;0;0;-0.001104969;-0.008888921;-0.000315956
2019-06-17;362;9320.35;0.61438949;274.35;0.238870556;33.92;1.857612267;0.45;0.182926829;0;0;0;0;0;0;289.37;1.056403329;31.48;1.107670654;126.48;1.009336845;0.072064822;0.038864556;0.025440963;0.103860111;0;0;0;0.000380229;0.008328027;-0.000632072
2019-06-18;363;9081.76;0.598661841;265.05;0.230773249;34.34;1.880613363;0.43;0.174796748;0;0;0;0;0;0;292.4;1.067464953;31.95;1.124208304;127.12;1.014444178;-0.0255988;-0.033895457;0.012430937;-0.043115069;0;0;0;0.01047102;0.014930146;0.005060088
2019-06-19;364;9273.52;0.611302496;269.43;0.23458682;35.29;1.93263965;0.44;0.178861789;0;0;0;0;0;0;293.06;1.069874416;32.27;1.13546798;127.89;1.020588939;0.02111471;0.016524857;0.027597629;0.018789022;0;0;0;0.002257196;0.010015618;0.006057237
2019-06-20;365;9527.16;0.628022228;271.7;0.236563259;36.73;2.011500548;0.43;0.174796748;0;0;0;0;0;0;295.86;1.080096379;32.44;1.141449683;131.11;1.046285213;0.027350848;0.008399952;0.040775866;-0.016011282;0;0;0;0.009554313;0.00526802;0.025177903
2019-06-21;366;10144.56;0.668720707;294.91;0.256771699;38.82;2.125958379;0.44;0.178861789;0;0;0;0;0;0;294;1.073306075;32.2;1.133004926;131.98;1.053227995;0.064803832;0.085446072;0.056903867;0.031094195;0;0;0;-0.006286707;-0.007398212;0.006635611
2019-06-24;367;11011.1;0.725842282;310.42;0.270275918;37.43;2.049835706;0.47;0.191056911;0;0;0;0;0;0;293.64;1.071991822;31.74;1.116819141;133.94;1.068869204;0.08541979;0.052607203;-0.035611112;0.060696589;0;0;0;-0.001224439;-0.014285745;0.014850781
2019-06-25;368;11790.92;0.777247348;318.13;0.276988847;36.01;1.972070099;0.47;0.191056911;0;0;0;0;0;0;290.76;1.061477804;30.99;1.090429275;134.2;1.070944059;0.070820742;0.024809976;-0.038076741;-0.003954579;0;0;0;-0.009807945;-0.02362949;0.00194113
2019-06-26;369;13016.23;0.858018734;336.75;0.293200874;35.7;1.9550931;0.47;0.191056911;0;0;0;0;0;0;290.47;1.0604191;30.82;1.084447572;132.97;1.061128402;0.1039202;0.058551781;-0.008608518;-0.00166158;0;0;0;-0.000997417;-0.005485641;-0.009165395
2019-06-27;370;11182.81;0.737161258;294.27;0.256214465;33.82;1.852135816;0.41;0.166666667;0;0;0;0;0;0;291.5;1.064179322;31.34;1.102744546;132.84;1.060090974;-0.140856807;-0.126162241;-0.052515706;-0.125568241;0;0;0;0.003545974;0.016872161;-0.000977702
2019-06-28;371;12407.33;0.817880568;311.23;0.270981167;34.55;1.89211391;0.43;0.174796748;0;0;0;0;0;0;293;1.069655374;31.58;1.111189303;133.2;1.06296385;0.109500721;0.057629395;0.021468774;0.04540873;0;0;0;0.005145798;0.007657945;0.002710035
2019-07-01;372;10583.13;0.697630866;293.64;0.255665938;32.92;1.802847755;0.41;0.166666667;0;0;0;0;0;0;295.66;1.079366238;31.64;1.113300493;130.62;1.04237491;-0.147025747;-0.056502304;-0.04710432;-0.047863988;0;0;0;0.009078512;0.001899905;-0.019369385
2019-07-02;373;10801.68;0.712037495;291.6;0.253889755;32.01;1.753012048;0.4;0.162601626;0;0;0;0;0;0;296.43;1.082177278;31.81;1.119282196;133.41;1.064639694;0.020650117;-0.006963184;-0.027733878;-0.016364271;0;0;0;0.002604306;0.005372946;0.021359739
2019-07-03;374;11961.27;0.788476675;303.1;0.263902554;32.67;1.789156627;0.41;0.166666667;0;0;0;0;0;0;298.8;1.090829439;32.04;1.127375088;133.63;1.06639534;0.107352934;0.039450208;0.020564846;0.020809387;0;0;0;0.007995126;0.007230494;0.001649059
2019-07-05;375;10978.46;0.723690681;288;0.250755313;32.71;1.791347207;0.38;0.154471545;0;0;0;0;0;0;298.46;1.089588201;32.15;1.131245602;132.14;1.054504828;-0.082165991;-0.049826622;0.001397873;-0.072376215;0;0;0;-0.001137875;0.00343324;-0.011150235
2019-07-08;376;12285.96;0.809879961;313.25;0.272739937;33.47;1.832968237;0.4;0.162601626;0;0;0;0;0;0;296.82;1.083601051;32.01;1.126319493;131.29;1.04772165;0.119096672;0.087687822;0.023125735;0.05955447;0;0;0;-0.00549482;-0.004354712;-0.006432617
2019-07-09;377;12573.81;0.828854787;308.88;0.268935074;32.71;1.791347207;0.39;0.158536585;0;0;0;0;0;0;297.19;1.084951811;32.36;1.138634764;131.75;1.051392546;0.023429552;-0.013951708;-0.02276783;-0.018342204;0;0;0;0.00124653;0.010934178;0.003503748
2019-07-10;378;12156.51;0.801346728;290;0.25249667;31.48;1.723986857;0.36;0.146341463;0;0;0;0;0;0;298.61;1.090135806;32.45;1.141801548;133.83;1.067991381;-0.033188009;-0.061119629;-0.037614198;-0.077106716;0;0;0;0.004778031;0.002781211;0.015787491
2019-07-11;379;11358.66;0.748753139;268.7;0.233951225;29.64;1.623220153;0.33;0.134146341;0;0;0;0;0;0;299.31;1.092691297;32.68;1.149894441;132.7;1.058973745;-0.065631535;-0.073441751;-0.058308702;-0.091924954;0;0;0;0.002344238;0.007087796;-0.008443585
2019-07-12;380;11815.99;0.778899941;276.28;0.240550965;31.69;1.735487404;0.34;0.138211382;0;0;0;0;0;0;300.65;1.097583236;32.62;1.147783251;133.53;1.065597319;0.040262155;0.028182166;0.069238241;0.04172431;0;0;0;0.00447695;-0.001836016;0.006254725
2019-07-15;381;10895.09;0.718195002;229.78;0.20006443;28.39;1.554764513;0.32;0.130081301;0;0;0;0;0;0;300.75;1.097948306;32.88;1.156931738;133.53;1.065597319;-0.077936489;-0.168312064;-0.104147398;-0.08371547;0;0;0;0.000332633;0.007970632;0
2019-07-16;382;9477.64;0.624757912;199.19;0.173430385;25.53;1.398138007;0.3;0.12195122;0;0;0;0;0;0;299.78;1.094407126;32.79;1.153764954;132.4;1.056579682;-0.13009973;-0.133118019;-0.10102468;-0.058938822;0;0;0;-0.003225273;-0.002737226;-0.008462555
2019-07-17;383;9693.8;0.639006994;211.48;0.18413102;27.22;1.490690033;0.31;0.12601626;0;0;0;0;0;0;297.74;1.086959696;32.6;1.147079521;134.58;1.073976538;0.022807481;0.061731898;0.066389477;0.046800752;0;0;0;-0.00680502;-0.005794541;0.016465318
2019-07-18;384;10666.48;0.703125227;226.57;0.197269553;28.92;1.583789704;0.32;0.130081301;0;0;0;0;0;0;298.83;1.09093896;32.57;1.146023927;136.48;1.089138935;0.100340363;0.07131094;0.06257296;0.040445828;0;0;0;0.003660902;-0.000920184;0.014117952
2019-07-19;385;10530.73;0.694176703;221.33;0.1927072;29.08;1.592552026;0.32;0.130081301;0;0;0;0;0;0;297.17;1.084878797;32.33;1.13757917;134.47;1.073098715;-0.012726782;-0.023095867;0.005379214;-0.007955417;0;0;0;-0.005554911;-0.007368683;-0.014727396
2019-07-22;386;10343.11;0.681808953;217.56;0.189424743;30.63;1.677437021;0.32;0.130081301;0;0;0;0;0;0;297.9;1.087543808;32.56;1.145672062;134.45;1.072939111;-0.017816992;-0.017048519;0.053517123;0.004681774;0;0;0;0.002456442;0.007114104;-0.000148762
2019-07-23;387;9900.77;0.652650279;212.73;0.185219367;29.59;1.620481928;0.31;0.12601626;0;0;0;0;0;0;300.03;1.095319801;32.59;1.146727657;133.69;1.066874152;-0.042766539;-0.022207652;-0.034255074;-0.037813639;0;0;0;0.007150067;0.000921345;-0.005652622
2019-07-24;388;9811.93;0.646794022;217.05;0.188980697;29.16;1.596933187;0.32;0.130081301;0;0;0;0;0;0;301.44;1.10046729;33.04;1.162561576;134.37;1.072300694;-0.008973223;0.02029749;-0.01424628;0.019427218;0;0;0;0.00469954;0.013807947;0.005086341
2019-07-25;389;9911.84;0.653380004;219.62;0.19121834;29;1.588170865;0.31;0.12601626;0;0;0;0;0;0;300;1.09521028;32.9;1.157635468;133.42;1.064719496;0.01018312;0.011848275;-0.005530331;-0.003598705;0;0;0;-0.004777077;-0.004237258;-0.007070008
2019-07-26;390;9870.3;0.650641723;219.63;0.191227047;28.98;1.587075575;0.32;0.130081301;0;0;0;0;0;0;302.01;1.102548189;33.49;1.178395496;133.64;1.066475142;-0.004190754;5.29E-05;-0.000801416;0.027699247;0;0;0;0.006700033;0.01793313;0.001648936
2019-07-29;391;9519.15;0.627494216;211.27;0.183948177;27.2;1.489594743;0.31;0.12601626;0;0;1.29;1;0;0;301.46;1.100540304;32.89;1.157283603;134.53;1.073577528;-0.035577244;-0.038071174;-0.061282495;-0.039786109;0;0;0;-0.001821195;-0.017915884;0.006659683
2019-07-30;392;9607.42;0.633312898;210.52;0.183295169;26.94;1.475355969;0.32;0.130081301;0;0;1.29;1;0;0;300.72;1.097838785;32.73;1.151653765;134.98;1.077168622;0.009273765;-0.00352847;-0.009593221;0.025146624;0;-0.000361485;0;-0.002454687;-0.00486467;0.003344957
2019-07-31;393;10085.63;0.664836092;218.65;0.190373782;27.64;1.513691128;0.32;0.130081301;0;0;1.3;1.007751938;0;0;297.43;1.085827979;32.39;1.139690359;133.21;1.063043652;0.049774436;0.038625526;0.026065068;0.007658492;0;0.00456578;0;-0.010940436;-0.010388054;-0.013112973
2019-08-01;394;10399.67;0.68553734;217.81;0.189642412;28.77;1.575575027;0.32;0.130081301;0;0;1.28;0.992248062;0;0;294.84;1.076372664;31.85;1.120689655;136.41;1.088580321;0.031137478;-0.003867766;0.040829555;-0.009357793;0;-0.017012511;0;-0.008707921;-0.016671782;0.024022197
2019-08-02;395;10518.17;0.693348758;217.87;0.189694653;28.04;1.535596933;0.31;0.12601626;0;0;1.27;0.984496124;0;0;292.62;1.068268107;31.72;1.116115412;135.89;1.084430612;0.011395157;0.000289823;-0.025537241;-0.017338459;0;-0.008191808;0;-0.007529511;-0.004081664;-0.003812074
2019-08-05;396;11805.65;0.778218337;234.22;0.203930241;28.01;1.533953998;0.32;0.130081301;0;0;1.19;0.92248062;0;0;283.82;1.036141939;30.48;1.072484166;137.79;1.099593009;0.122405126;0.075014194;-0.000948839;0.035756128;0;-0.061379944;0;-0.030073092;-0.039092025;0.013981853
2019-08-06;397;11478.17;0.756631136;226.02;0.19679068;27.64;1.513691128;0.31;0.12601626;0;0;1.15;0.891472868;0;0;287.8;1.050671729;30.69;1.079873329;138.91;1.108530844;-0.027739623;-0.034986577;-0.013344017;-0.037822502;0;-0.032503583;0;0.014022905;0.006889797;0.008128391
2019-08-07;398;11941.97;0.787204435;226.39;0.197112831;29.35;1.607338445;0.31;0.12601626;0;0;1.11;0.860465116;0;0;287.97;1.051292348;30.82;1.084447572;141.02;1.125369085;0.040407125;0.001638616;0.062098362;0.002065359;0;-0.032377535;0;0.000590733;0.004235875;0.015189691
2019-08-08;399;11966.41;0.788815499;220.94;0.192367635;30.83;1.688389923;0.31;0.12601626;0;0;1.2;0.930232558;0;0;293.62;1.071918808;32.09;1.129134412;141.73;1.131035033;0.002046436;-0.024069605;0.050366542;-0.013809064;0;0.078378347;0;0.019620078;0.041207008;0.00503469
